6, Дом, Строение, 9231, 11/3/2003, 9004781, 11/14/2003, 21139263
2131313, Дом, Строение, 1294-В-РП, 9/29/2004, 3304369, 10/8/2004, 21172388
2131321, Дом, Строение, 1201-В-РП, 9/16/2004, 3303947, 9/23/2004, 21211891
2131323, Дом, Строение, 2259-В-РП, 11/1/2005, 3205359, 11/14/2005, 21238900
2131325, Дом, Строение, 875-В-РП, 7/28/2004, 3303379, 8/4/2004, 21211895
2131329, Дом, Строение, 1294-В-РП, 9/29/2004, 3304317, 10/7/2004, 21216522
2131333, Дом, Строение, 4852-р, 11/1/2006, 1019485, 11/17/2006, 21210422
2131335, Дом, Строение, 4852-р, 11/1/2006, 1019487, 11/17/2006, 21216529
2131338, Дом, Строение, 511-В-РП, 3/27/2006, 3206993, 4/17/2006, 21211902
2131340, Дом, Строение, 1294-В-РП, 9/29/2004, 3304249, 10/7/2004, 21245258
2131351, Дом, Строение, 1669-В-РП, 8/18/2005, 3306390, 9/2/2005, 21212090
2131352, Дом, Строение, 1669-В-РП, 8/18/2005, 3306380, 9/2/2005, 21217891
2131357, Дом, Строение, 1248, 6/20/2005, 4008499, 6/22/2005, 21210439
2131362, Дом, Строение, 3222-р, 8/1/2005, 1012562, 8/10/2005, 21216532
2131378, Дом, Строение, 2186, 8/27/2003, 4001101, 8/29/2003, 21216960
2131380, Дом, Строение, 2186, 8/27/2003, 4001092, 8/29/2003, 21216967
2131381, Дом, Строение, 2186, 8/27/2003, 4001091, 8/29/2003, 21210442
2131385, Дом, Строение, 2186, 8/27/2003, 4001080, 8/29/2003, 21216974
2131392, Дом, Строение, 1730-РП, 11/2/2006, 7204736, 12/7/2006, 21210454
2131393, Дом, Строение, 1730-РП, 11/2/2006, 7204737, 12/7/2006, 21216980
2131395, Дом, Строение, 944-р, 3/2/2005, 1008807, 3/15/2005, 21210458
2131397, Дом, Строение, 7550-р, 11/26/2004, 1008222, 12/7/2004, 21212098
2131400, Дом, Строение, 6011-p, 10/10/2003, 1004459, 10/28/2003, 21204430
2131403, Дом, Строение, 2898-р, 5/30/2003, 1002544, 6/11/2003, 21216994
2131404, Дом, Строение, 2186, 8/27/2003, 4001098, 8/29/2003, 21217898
2131416, Дом, Строение, 2366-РП, 12/30/2006, 7204769, 1/11/2007, 21210469
2131418, Дом, Строение, 821-РП, 10/9/2009, 7205086, 10/12/2009, 21210474
2131419, Дом, Строение, 1111-РП, 6/6/2001, 7200385, 6/9/2001, 21204439
2131424, Дом, Строение, 620-РП, 3/22/2002, 7201407, 3/26/2002, 21204444
2131427, Дом, Строение, 1120-РП, 6/6/2001, 7200503, 6/9/2001, 21212085
2131432, Дом, Строение, 820-РП, 10/9/2009, 7205085, 10/12/2009, 21210996
2131435, Дом, Строение, , , 0, , 21253375
2131436, Дом, Строение, 1730-РП, 11/2/2006, 7204727, 12/5/2006, 21198613
2131438, Дом, Строение, 1355-РП, 6/27/2001, 7200439, 11/26/2001, 21253494
2131439, Дом, Строение, 1845-РП, 12/29/2008, 7205073, 1/11/2009, 21212126
2131440, Дом, Строение, , , 0, , 21212728
2131444, Дом, Строение, 1730-РП, 11/2/2006, 7204706, 11/27/2006, 21172400
2131445, Дом, Строение, 1730-РП, 11/2/2006, 7204730, 12/5/2006, 21199436
2131446, Дом, Строение, 1730-РП, 11/2/2006, 7204702, 11/27/2006, 21212130
2131447, Дом, Строение, 1730-РП, 11/2/2006, 7204709, 11/27/2006, 21245268
2131448, Дом, Строение, 1730-РП, 11/2/2006, 7204704, 11/27/2006, 21253383
2131450, Дом, Строение, 1730-РП, 11/2/2006, 7204708, 11/27/2006, 21234658
2131451, Дом, Строение, 860-РП, 4/10/2003, 7202254, 4/15/2003, 21217901
2131453, Дом, Строение, 1730-РП, 11/2/2006, 7204729, 12/5/2006, 21212740
2131455, Дом, Строение, 1730-РП, 11/2/2006, 7204728, 12/5/2006, 21212747
2131457, Дом, Строение, 818-РП, 10/9/2009, 7205103, 10/12/2009, 21172407
2131465, Дом, Строение, 946-р, 3/2/2005, 1009051, 3/17/2005, 21212644
2131466, Дом, Строение, 6011-p, 10/10/2003, 1004596, 10/28/2003, 21211009
2131468, Дом, Строение, 6011-p, 10/10/2003, 1004546, 10/28/2003, 21211013
2131471, Дом, Строение, 2186, 8/27/2003, 4001094, 8/29/2003, 21217908
2131473, Дом, Строение, 2186, 8/27/2003, 4001090, 8/29/2003, 21204456
2131477, Дом, Строение, 2186, 8/27/2003, 4001082, 8/29/2003, 21212650
2131478, Дом, Строение, 2186, 8/27/2003, 4001078, 8/29/2003, 21211029
2131492, Дом, Строение, 1967-РП, 9/28/2004, 7203385, 10/5/2004, 21212658
2131495, Дом, Строение, 1967-РП, 9/28/2004, 7203388, 10/5/2004, 21212671
2131496, Дом, Строение, 1967-РП, 9/28/2004, 7203389, 10/5/2004, 21211033
2131497, Дом, Строение, 1967-РП, 9/28/2004, 7203390, 10/5/2004, 21212675
2131501, Дом, Строение, 946-р, 3/2/2005, 1009058, 3/17/2005, 21212686
2131503, Дом, Строение, 01-41-2049, 8/19/2004, 5008850, 8/24/2004, 21217917
2131505, Дом, Строение, 01-41-832, 4/12/2004, 5008187, 4/21/2004, 21172412
2131520, Дом, Строение, 01-41-3339, 12/17/2004, 5011791, 12/21/2004, 21211037
2131528, Дом, Строение, 01-41-2280, 10/29/2002, 5003780, 10/31/2002, 21211049
2131530, Дом, Строение, 2186, 8/27/2003, 4001076, 8/29/2003, 21212717
2131534, Дом, Строение, 01-41-1806а, 6/24/2005, 5012691, 8/4/2005, 21212725
2131536, Дом, Строение, 01-41-3539, 12/13/2005, 5013537, 1/25/2006, 21212729
2131546, Дом, Строение, 01-41-3133, 11/3/2003, 5006396, 11/17/2003, 21212741
2131547, Дом, Строение, 01-41-3133, 11/3/2003, 5006416, 11/18/2003, 21212744
2131549, Дом, Строение, 01-41-3748, 12/26/2005, 5013607, 1/26/2006, 21217924
2131550, Дом, Строение, 01-41-3748, 12/26/2005, 5013608, 1/26/2006, 21217122
2131552, Дом, Строение, 01-41-1612, 6/29/2004, 5008652, 7/1/2004, 21238912
2131553, Дом, Строение, 30/17, 8/19/1981, 5002695, 4/3/2002, 21211057
2131555, Дом, Строение, 01-41-254, 3/21/2001, 5000970, 3/21/2001, 21199449
2131562, Дом, Строение, 01-41-2049, 8/19/2004, 5008899, 8/25/2004, 21217132
2131565, Дом, Строение, 01-41-887, 4/9/2003, 5004927, 4/15/2003, 21211060
2131569, Дом, Строение, 01-41-887, 4/9/2003, 5004931, 4/15/2003, 21217142
2131580, Дом, Строение, 01-41-2825, 10/26/2004, 5010974, 11/11/2004, 21217163
2131581, Дом, Строение, 01-41-1956, 8/2/2004, 5008705, 8/5/2004, 21253394
2131588, Дом, Строение, 20-Apr, 5/6/1964, 5000188, 8/8/2001, 21217176
2131590, Дом, Строение, 01-41-775, 8/15/2001, 5001481, 8/20/2001, 21204482
2131592, Дом, Строение, 01-41-731, 8/10/2001, 5001133, 8/13/2001, 21217183
2131596, Дом, Строение, 01-41-731, 8/10/2001, 5001137, 8/13/2001, 21217190
2131597, Дом, Строение, 01-41-731, 8/10/2001, 5001138, 8/13/2001, 21217193
2131598, Дом, Строение, 01-41-731, 8/10/2001, 5001139, 8/13/2001, 21217197
2131602, Дом, Строение, 01-41-731, 8/10/2001, 5001142, 8/13/2001, 21217200
2131604, Дом, Строение, 01-41-731, 8/10/2001, 5001144, 8/13/2001, 21217207
2131610, Дом, Строение, 01-41-731, 8/10/2001, 5001150, 8/13/2001, 21217220
2131613, Дом, Строение, 01-41-1522, 5/23/2003, 5005058, 6/11/2003, 21217934
2131615, Дом, Строение, 2317-р, 5/23/2005, 1009795, 6/2/2005, 21217227
2131617, Дом, Строение, 7856-p, 12/30/2003, 1003678, 1/9/2004, 21218357
2131628, Дом, Строение, 01-41-3581, 12/29/2003, 5007465, 2/17/2004, 21245275
2131636, Дом, Строение, 01-41-2050, 8/19/2004, 5009228, 9/7/2004, 21253398
2131637, Дом, Строение, 01-41-2050, 8/19/2004, 5009229, 9/7/2004, 21199461
2131639, Дом, Строение, 01-41-2961, 10/15/2003, 5005349, 10/16/2003, 21172424
2131642, Дом, Строение, 01-41-159, 2/19/2001, 5000798, 2/22/2001, 21211095
2131644, Дом, Строение, 01-41-2054, 8/19/2004, 5009872, 10/5/2004, 21253401
2131645, Дом, Строение, 01-41-2417, 8/31/2005, 5012934, 9/7/2005, 21217234
2131649, Дом, Строение, 01-41-2417, 8/31/2005, 5012930, 9/7/2005, 21217237
2131650, Дом, Строение, 01-41-2417, 8/31/2005, 5012947, 9/7/2005, 21217659
2131651, Дом, Строение, 01-41-2417, 8/31/2005, 5012929, 9/7/2005, 21172431
2131656, Дом, Строение, 01-41-3581, 12/29/2003, 5007419, 2/13/2004, 21217666
2131659, Дом, Строение, 01-41-2129, 8/26/2004, 5009025, 8/27/2004, 21234661
2131660, Дом, Строение, 01-41-832, 4/12/2004, 5008274, 4/22/2004, 21217669
2131663, Дом, Строение, 01-41-832, 4/12/2004, 5008242, 4/22/2004, 21217675
2131671, Дом, Строение, 01-41-821, 10/13/2000, 5000602, 10/13/2000, 21217681
2131674, Дом, Строение, 01-41-226, 2/12/2003, 5004754, 2/14/2003, 21212771
2131675, Дом, Строение, 01-41-3581, 12/29/2003, 5007363, 2/12/2004, 21212777
2131678, Дом, Строение, 01-41-2050, 8/19/2004, 5009287, 9/8/2004, 21212784
2131680, Дом, Строение, 01-41-2050, 8/19/2004, 5009238, 9/7/2004, 21238921
2131682, Дом, Строение, 01-41-2946, 11/10/2004, 5011708, 11/23/2004, 21253497
2131683, Дом, Строение, 01-41-3581, 12/29/2003, 5007425, 2/13/2004, 21217696
2131687, Дом, Строение, 01-41-3522, 12/12/2005, 5013458, 1/23/2006, 21218378
2131692, Дом, Строение, 01-41-2050, 8/19/2004, 5009528, 9/17/2004, 21217709
2131700, Дом, Строение, 01-41-1286, 12/7/2001, 5003408, 7/24/2002, 21204494
2131704, Дом, Строение, 01-41-3132, 11/3/2003, 5006178, 11/17/2003, 21217723
2131708, Дом, Строение, 01-42-26, 1/21/2002, 5002407, 2/22/2002, 21217729
2131709, Дом, Строение, 01-41-891, 4/20/2004, 5008350, 4/23/2004, 21217732
2131710, Дом, Строение, 01-41-3132, 11/3/2003, 5006234, 11/17/2003, 21181090
2131711, Дом, Строение, 01-41-3132, 11/3/2003, 5006235, 11/17/2003, 21238925
2131713, Дом, Строение, 01-41-2054, 8/19/2004, 5010127, 10/19/2004, 21212791
2131715, Дом, Строение, 4038, 5/24/2004, 9006869, 6/1/2004, 21253419
2131716, Дом, Строение, 4038, 5/24/2004, 9006871, 6/1/2004, 21253501
2131717, Дом, Строение, 4038, 5/24/2004, 9006872, 6/1/2004, 21212802
2131718, Дом, Строение, 4038, 5/24/2004, 9006870, 6/1/2004, 21212808
2131720, Дом, Строение, 5179, 6/28/2005, 9010588, 7/5/2005, 21211116
2131728, Дом, Строение, 1085-В-РП, 10/24/2003, 3201735, 11/27/2003, 21253774
2131729, Дом, Строение, 1085-В-РП, 10/24/2003, 3201734, 11/27/2003, 21238928
2131730, Дом, Строение, 473-В-РП, 3/20/2006, 3306836, 3/24/2006, 21172455
2131733, Дом, Строение, 1295-В-РП, 12/5/2003, 3301953, 12/9/2003, 21212110
2131736, Дом, Строение, 1068, 5/11/2004, 4005411, 6/2/2004, 21172460
2131739, Дом, Строение, 1068, 5/11/2004, 4005414, 6/2/2004, 21212821
2131740, Дом, Строение, 1068, 5/11/2004, 4005415, 6/2/2004, 21253781
2131743, Дом, Строение, 1068, 5/11/2004, 4005418, 6/2/2004, 21173265
2131744, Дом, Строение, , , 0, , 21212833
2131745, Дом, Строение, , , 0, , 21253787
2131746, Дом, Строение, , , 0, , 21199468
2131749, Дом, Строение, , , 0, , 21253791
2131752, Дом, Строение, 3289, 12/9/2003, 4002647, 12/24/2003, 21217742
2131755, Дом, Строение, 2564, 11/1/2004, 4007222, 11/10/2004, 21211123
2131756, Дом, Строение, 2564, 11/1/2004, 4007224, 11/10/2004, 21204506
2131765, Дом, Строение, 3511-р, 7/27/2006, 1018884, 9/25/2006, 21204514
2131775, Дом, Строение, 3511-р, 7/27/2006, 1018827, 9/25/2006, 21217770
2131777, Дом, Строение, 3511-р, 7/27/2006, 1018829, 9/25/2006, 21217777
2131779, Дом, Строение, 7551-р, 11/26/2004, 1008254, 12/7/2004, 21218392
2131780, Дом, Строение, 3511-р, 7/27/2006, 1018928, 9/25/2006, 21199474
2131791, Дом, Строение, 01-41-3531, 12/12/2005, 5013513, 1/24/2006, 21211134
2131793, Дом, Строение, 01-41-3531, 12/12/2005, 5013515, 1/24/2006, 21217784
2131794, Дом, Строение, 962, 5/3/2007, 4012669, 5/8/2007, 21217787
2131795, Дом, Строение, 01-41-2080, 8/23/2004, 5010291, 10/21/2004, 21211142
2131797, Дом, Строение, , , 0, , 21181097
2131798, Дом, Строение, 3545-p, 6/24/2003, 1002775, 6/30/2003, 21217790
2131807, Дом, Строение, , , 0, , 21253794
2131808, Дом, Строение, 997-РП, 9/24/2001, 6001116, 10/5/2001, 21218398
2131810, Дом, Строение, 01-41-2054, 8/19/2004, 5010162, 10/19/2004, 21218219
2131816, Дом, Строение, 5353-p, 8/18/2004, 1006845, 9/3/2004, 21201240
2131821, Дом, Строение, 448, 2/7/2005, 9009192, 2/9/2005, 21173271
2131823, Дом, Строение, 448, 2/7/2005, 9009193, 2/9/2005, 21199480
2131824, Дом, Строение, 448, 2/7/2005, 9010036, 3/16/2005, 21253797
2131825, Дом, Строение, 448, 2/7/2005, 9010037, 3/16/2005, 21238947
2131841, Дом, Строение, 7870, 11/1/2005, 9012636, 11/14/2005, 21253801
2131842, Дом, Строение, 7870, 11/1/2005, 9012637, 11/14/2005, 21253804
2131843, Дом, Строение, 7870, 11/1/2005, 9012638, 11/14/2005, 21253507
2131845, Дом, Строение, 7870, 11/1/2005, 9012640, 11/14/2005, 21173283
2131846, Дом, Строение, 7870, 11/1/2005, 9012641, 11/14/2005, 21173290
2131848, Дом, Строение, 4000, 5/13/2005, 9010401, 5/25/2005, 21212179
2131855, Дом, Строение, 3637, 5/12/2004, 9006405, 5/21/2004, 21212188
2131857, Дом, Строение, 3637, 5/12/2004, 9006407, 5/21/2004, 21212196
2131860, Дом, Строение, 8935, 11/15/2004, 9009030, 11/23/2004, 21212204
2131870, Дом, Строение, 7870, 11/1/2005, 9012494, 11/10/2005, 21212208
2131873, Дом, Строение, 7870, 11/1/2005, 9012506, 11/10/2005, 21212216
2131874, Дом, Строение, 7870, 11/1/2005, 9012507, 11/10/2005, 21212220
2131877, Дом, Строение, 7870, 11/1/2005, 9012510, 11/10/2005, 21212224
2131881, Дом, Строение, 7870, 11/1/2005, 9012489, 11/10/2005, 21204531
2131882, Дом, Строение, 7870, 11/1/2005, 9012490, 11/10/2005, 21204536
2131884, Дом, Строение, 7870, 11/1/2005, 9012492, 11/10/2005, 21212232
2131886, Дом, Строение, , , 0, , 21204544
2131892, Дом, Строение, 4001, 5/13/2005, 9010519, 5/26/2005, 21238957
2131900, Дом, Строение, , , 0, , 21204548
2131902, Дом, Строение, , , 0, , 21212251
2131903, Дом, Строение, 4121, 12/14/2004, 2205885, 12/21/2004, 21253806
2131906, Дом, Строение, 4121, 12/14/2004, 2205884, 12/21/2004, 21253511
2131907, Дом, Строение, 4121, 12/14/2004, 2205887, 12/21/2004, 21253809
2131908, Дом, Строение, 4121, 12/14/2004, 2205883, 12/21/2004, 21238960
2131909, Дом, Строение, 4121, 12/14/2004, 2205882, 12/21/2004, 21181103
2131910, Дом, Строение, 1988-РП, 9/22/2005, 6007220, 10/10/2005, 21253514
2131923, Дом, Строение, 1708-РП, 7/20/2004, 6003122, 8/4/2004, 21212256
2131925, Дом, Строение, , , 0, , 21199486
2131926, Дом, Строение, , , 0, , 21199493
2131927, Дом, Строение, 1675-РП, 8/12/2005, 6006464, 8/26/2005, 21238964
2131928, Дом, Строение, 1672-РП, 8/12/2005, 6006349, 9/21/2005, 21253813
2131930, Дом, Строение, 1980-РП, 9/21/2005, 6006749, 9/27/2005, 21201259
2131936, Дом, Строение, 1684-РП, 8/12/2005, 6006493, 8/26/2005, 21212268
2131937, Дом, Строение, , , 0, , 21212272
2131938, Дом, Строение, 1990-РП, 9/22/2005, 6007106, 10/7/2005, 21234676
2131939, Дом, Строение, , , 0, , 21212893
2131941, Дом, Строение, 1661-РП, 8/12/2005, 6006036, 8/24/2005, 21173314
2131945, Дом, Строение, 957-РП, 5/14/2004, 6002559, 5/31/2004, 21212899
2131948, Дом, Строение, 1010-РП, 10/30/2000, 6000508, 10/30/2000, 21212905
2131959, Дом, Строение, 906-РП, 7/12/2005, 7304754, 7/26/2005, 21212280
2131962, Дом, Строение, 682-РП, 6/29/2001, 6000889, 6/29/2001, 21201271
2131965, Дом, Строение, 1485-РП, 10/31/2008, 6008154, 11/6/2008, 21212284
2131974, Дом, Строение, 01-41-435, 3/4/2004, 5007764, 3/10/2004, 21205033
2131977, Дом, Строение, 01-41-435, 3/4/2004, 5007767, 3/10/2004, 21212797
2131980, Дом, Строение, 01-41-2417, 8/31/2005, 5012849, 9/5/2005, 21212800
2131984, Дом, Строение, 01-41-159, 2/19/2001, 5000796, 2/22/2001, 21212804
2131991, Дом, Строение, 1126-РП, 6/8/2005, 6004741, 6/15/2005, 21218418
2131994, Дом, Строение, 1081-РП, 8/23/2002, 6001296, 8/30/2002, 21212816
2131997, Дом, Строение, 1371-РП, 7/6/2005, 6005577, 7/22/2005, 21234679
2131998, Дом, Строение, 1664-РП, 8/12/2005, 6006121, 8/24/2005, 21181119
2132000, Владение, Строение, 1984-РП, 8/27/2004, 6002723, 9/7/2004, 21212911
2132001, Дом, Строение, 2162-РП, 9/22/2004, 6002724, 9/29/2004, 21212820
2132003, Дом, Строение, 803-РП, 11/5/1999, 6000034, 11/5/1999, 21253830
2132006, Дом, Строение, 1664-РП, 7/15/2004, 6302109, 7/27/2004, 21212828
2132008, Дом, Строение, 1661-РП, 7/15/2004, 6302047, 7/26/2004, 21238970
2132009, Дом, Строение, 1664-РП, 7/15/2004, 6302108, 7/27/2004, 21212832
2132010, Дом, Строение, 414-РП, 3/14/2005, 6302865, 3/24/2005, 21253833
2132016, Дом, Строение, 1664-РП, 7/15/2004, 6302114, 7/27/2004, 21212929
2132019, Дом, Строение, 1671-РП, 7/15/2004, 6302137, 7/27/2004, 21212836
2132022, Дом, Строение, 1664-РП, 7/15/2004, 6302102, 7/26/2004, 21238973
2132023, Дом, Строение, 1660-РП, 7/15/2004, 6302024, 7/26/2004, 21212935
